"tutor_user_idx","student_user_idx","course_id","course_class_id","course_class_seq_id","quiz_submit_ratio","quiz_solving_cnt","quiz_solving_time","registered_by_user_idx","registered_date","last_modified_by_user_idx","last_modified_date"
"232","238","174","326","1065",\0,\0,\0,"232","2022-08-31 13:54:46","232","2022-08-31 13:54:46"
"232","238","174","326","1066",\0,\0,\0,"232","2022-08-31 13:55:10","232","2022-08-31 13:55:10"
"232","258","174","326","1065",\0,\0,\0,"232","2022-08-31 13:54:46","232","2022-08-31 13:54:46"
"232","258","174","326","1066",\0,\0,\0,"232","2022-08-31 13:55:10","232","2022-08-31 13:55:10"
"270","275","175","327","1070",\0,\0,\0,"270","2022-08-31 15:35:15","270","2022-08-31 15:35:15"
"270","275","175","327","1071",\0,\0,\0,"270","2022-08-31 15:41:39","270","2022-08-31 15:41:39"
"148","160","176","328","1072",\0,\0,\0,"148","2022-08-31 16:41:05","148","2022-08-31 16:41:05"
"148","160","176","328","1085",\0,\0,\0,"148","2022-09-01 15:04:35","148","2022-09-01 15:04:35"
"243","256","177","329","1074",\0,\0,\0,"243","2022-08-31 16:49:47","243","2022-08-31 16:49:47"
"243","256","177","329","1079",\0,\0,\0,"243","2022-09-01 10:27:56","243","2022-09-01 10:27:56"
"243","256","177","329","1081",\0,\0,\0,"243","2022-09-01 11:12:59","243","2022-09-01 11:12:59"
"243","256","177","329","1088",\0,\0,\0,"243","2022-09-02 17:13:53","243","2022-09-02 17:13:53"
"243","259","177","329","1074",\0,\0,\0,"243","2022-08-31 16:49:47","243","2022-08-31 16:49:47"
"243","259","177","329","1079",\0,\0,\0,"243","2022-09-01 10:27:56","243","2022-09-01 10:27:56"
"243","259","177","329","1081",\0,\0,\0,"243","2022-09-01 11:12:59","243","2022-09-01 11:12:59"
"243","259","177","329","1088",\0,\0,\0,"243","2022-09-02 17:13:53","243","2022-09-02 17:13:53"
"245","256","178","330","1077",\0,\0,\0,"245","2022-09-01 08:51:38","245","2022-09-01 08:51:38"
"245","256","178","330","1080",\0,\0,\0,"245","2022-09-01 10:57:50","245","2022-09-01 10:57:50"
"245","256","178","330","1089",\0,\0,\0,"245","2022-09-05 11:42:28","245","2022-09-05 11:42:28"
"245","257","178","330","1077",\0,\0,\0,"245","2022-09-01 08:51:38","245","2022-09-01 08:51:38"
"245","257","178","330","1080",\0,\0,\0,"245","2022-09-01 10:57:50","245","2022-09-01 10:57:50"
"245","257","178","330","1089",\0,\0,\0,"245","2022-09-05 11:42:28","245","2022-09-05 11:42:28"
"245","258","178","330","1077",\0,\0,\0,"245","2022-09-01 08:51:38","245","2022-09-01 08:51:38"
"245","258","178","330","1080",\0,\0,\0,"245","2022-09-01 10:57:50","245","2022-09-01 10:57:50"
"245","258","178","330","1089",\0,\0,\0,"245","2022-09-05 11:42:28","245","2022-09-05 11:42:28"
"245","259","178","330","1077",\0,\0,\0,"245","2022-09-01 08:51:38","245","2022-09-01 08:51:38"
"245","259","178","330","1080",\0,\0,\0,"245","2022-09-01 10:57:50","245","2022-09-01 10:57:50"
"245","259","178","330","1089",\0,\0,\0,"245","2022-09-05 11:42:28","245","2022-09-05 11:42:28"
"232","236","181","333","1101",\0,\0,\0,"232","2022-09-06 21:36:16","232","2022-09-06 21:36:16"
"232","236","181","333","1102",\0,\0,\0,"232","2022-09-06 21:36:29","232","2022-09-06 21:36:29"
"232","236","181","333","1103",\0,\0,\0,"232","2022-09-06 21:36:43","232","2022-09-06 21:36:43"
"232","236","181","346","1169",\0,\0,\0,"232","2022-09-19 16:53:12","232","2022-09-19 16:53:12"
"232","236","181","346","1170",\0,\0,\0,"232","2022-09-19 16:53:25","232","2022-09-19 16:53:25"
"232","236","181","346","1171",\0,\0,\0,"232","2022-09-19 16:53:38","232","2022-09-19 16:53:38"
"232","236","181","346","1172",\0,\0,\0,"232","2022-09-19 16:54:03","232","2022-09-19 16:54:03"
"232","236","181","346","1173",\0,\0,\0,"232","2022-09-19 16:54:20","232","2022-09-19 16:54:20"
"232","238","181","346","1169",\0,\0,\0,"232","2022-09-19 16:53:12","232","2022-09-19 16:53:12"
"232","238","181","346","1170",\0,\0,\0,"232","2022-09-19 16:53:25","232","2022-09-19 16:53:25"
"232","238","181","346","1171",\0,\0,\0,"232","2022-09-19 16:53:38","232","2022-09-19 16:53:38"
"232","238","181","346","1172",\0,\0,\0,"232","2022-09-19 16:54:03","232","2022-09-19 16:54:03"
"232","238","181","346","1173",\0,\0,\0,"232","2022-09-19 16:54:20","232","2022-09-19 16:54:20"
"277","281","182","338","1115",\0,\0,\0,"277","2022-09-07 11:14:21","277","2022-09-07 11:14:21"
"277","281","182","338","1116",\0,\0,\0,"277","2022-09-07 11:14:35","277","2022-09-07 11:14:35"
"277","281","182","338","1117",\0,\0,\0,"277","2022-09-07 11:14:49","277","2022-09-07 11:14:49"
"277","281","182","338","1126",\0,\0,\0,"277","2022-09-08 09:36:01","277","2022-09-08 09:36:01"
"277","281","182","338","1127",\0,\0,\0,"277","2022-09-13 10:39:08","277","2022-09-13 10:39:08"
"277","281","182","338","1131",\0,\0,\0,"277","2022-09-14 09:45:02","277","2022-09-14 09:45:02"
"277","281","182","338","1143",\0,\0,\0,"277","2022-09-15 10:45:09","277","2022-09-15 10:45:09"
"277","282","182","338","1115",\0,\0,\0,"277","2022-09-07 11:14:21","277","2022-09-07 11:14:21"
"277","282","182","338","1116",\0,\0,\0,"277","2022-09-07 11:14:35","277","2022-09-07 11:14:35"
"277","282","182","338","1117",\0,\0,\0,"277","2022-09-07 11:14:49","277","2022-09-07 11:14:49"
"277","282","182","338","1126",\0,\0,\0,"277","2022-09-08 09:36:01","277","2022-09-08 09:36:01"
"277","282","182","338","1127",\0,\0,\0,"277","2022-09-13 10:39:08","277","2022-09-13 10:39:08"
"277","282","182","338","1131",\0,\0,\0,"277","2022-09-14 09:45:02","277","2022-09-14 09:45:02"
"277","282","182","338","1143",\0,\0,\0,"277","2022-09-15 10:45:09","277","2022-09-15 10:45:09"
"232","236","183","341","1139",\0,\0,\0,"232","2022-09-14 16:27:28","232","2022-09-14 16:27:28"
"232","236","183","341","1140",\0,\0,\0,"232","2022-09-14 16:27:48","232","2022-09-14 16:27:48"
"232","236","183","341","1141",\0,\0,\0,"232","2022-09-14 16:28:23","232","2022-09-14 16:28:23"
"232","236","183","341","1142",\0,\0,\0,"232","2022-09-14 16:28:39","232","2022-09-14 16:28:39"
