tutor_user_idx,student_user_idx,course_id,course_class_id,course_class_seq_id,tutor_class_prgr_yn,community_feedback,satisfaction_score,student_avg_score,dropout_student_yn,student_satisfaction_score,parents_satisfaction_score,student_participate_level,student_avg_participate_level,registered_by_user_idx,registered_date,last_modified_by_user_idx,last_modified_date
261,258,162,343,1157,0,아주 잘해서 칭찬스티커 10개 지급 to parent아주 잘해서 칭찬스티커 10개 지급 to student,\0,\0,0,\0,\0,\0,\0,261,2022-09-15 21:05,207,2022-09-26 11:34
261,259,162,343,1157,0,\0,\0,\0,0,\0,\0,\0,\0,261,2022-09-15 21:05,207,2022-09-26 11:34
261,258,162,343,1174,0,\0,\0,\0,0,\0,\0,\0,\0,261,2022-09-26 11:34,207,2022-09-26 11:34
261,259,162,343,1174,0,\0,\0,\0,0,\0,\0,\0,\0,261,2022-09-26 11:34,207,2022-09-26 11:34
233,237,164,309,1091,0,\0,\0,\0,0,\0,\0,\0,\0,233,2022-09-06 19:05,233,2022-09-06 19:05
232,238,165,310,1008,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-29 16:32,231,2022-08-29 16:34
232,238,165,310,1009,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-29 16:33,231,2022-08-29 16:34
233,238,166,311,1011,1,\0,\0,\0,0,\0,\0,0,1,233,2022-08-29 17:55,231,2022-08-29 17:57
233,238,166,311,1012,0,\0,\0,\0,0,\0,\0,\0,\0,233,2022-08-29 17:55,231,2022-08-29 17:57
232,236,167,312,1016,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-29 18:53,231,2022-08-29 18:55
232,236,167,312,1017,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-29 18:53,231,2022-08-29 18:55
232,236,168,314,1022,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-29 20:39,231,2022-08-29 20:39
232,238,168,314,1022,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-29 20:39,231,2022-08-29 20:39
232,236,168,314,1023,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-29 20:39,231,2022-08-29 20:39
232,238,168,314,1023,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-29 20:39,231,2022-08-29 20:39
243,256,169,315,1027,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-08-30 13:33,243,2022-08-30 17:17
243,258,169,315,1027,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-08-30 13:33,243,2022-08-30 17:17
243,259,169,315,1027,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-08-30 13:33,243,2022-08-30 17:17
243,256,169,315,1028,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-08-30 13:34,267,2022-08-30 13:50
243,258,169,315,1028,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-08-30 13:34,267,2022-08-30 13:50
243,259,169,315,1028,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-08-30 13:34,267,2022-08-30 13:50
243,256,170,334,1109,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-09-07 9:52,243,2022-09-08 9:00
243,256,170,334,1119,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-09-07 13:07,243,2022-09-08 9:00
243,256,170,334,1124,1,\0,\0,0,0,\0,\0,0,1,243,2022-09-08 9:00,243,2022-09-08 9:00
244,256,172,322,1048,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-08-31 10:03,244,2022-09-08 9:25
244,258,172,322,1048,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-08-31 10:03,244,2022-09-08 9:25
244,259,172,322,1048,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-08-31 10:03,244,2022-09-08 9:25
244,256,172,322,1082,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-01 14:16,244,2022-09-08 9:25
244,258,172,322,1082,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-01 14:16,244,2022-09-08 9:25
244,259,172,322,1082,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-01 14:16,244,2022-09-08 9:25
244,256,172,322,1104,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 9:20,244,2022-09-08 9:25
244,258,172,322,1104,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 9:20,244,2022-09-08 9:25
244,259,172,322,1104,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 9:20,244,2022-09-08 9:25
244,256,172,322,1111,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 10:53,244,2022-09-08 9:25
244,258,172,322,1111,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 10:53,244,2022-09-08 9:25
244,259,172,322,1111,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 10:53,244,2022-09-08 9:25
244,256,172,322,1118,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 13:00,244,2022-09-08 9:25
244,258,172,322,1118,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 13:00,244,2022-09-08 9:25
244,259,172,322,1118,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 13:00,244,2022-09-08 9:25
244,256,172,322,1120,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 14:02,244,2022-09-08 9:25
244,258,172,322,1120,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 14:02,244,2022-09-08 9:25
244,259,172,322,1120,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 14:02,244,2022-09-08 9:25
244,256,172,322,1121,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 15:00,244,2022-09-08 9:25
244,258,172,322,1121,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 15:00,244,2022-09-08 9:25
244,259,172,322,1121,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 15:00,244,2022-09-08 9:25
244,256,172,322,1122,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 16:22,244,2022-09-08 9:25
244,258,172,322,1122,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 16:22,244,2022-09-08 9:25
244,259,172,322,1122,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 16:22,244,2022-09-08 9:25
244,256,172,322,1123,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 16:52,244,2022-09-08 9:25
244,258,172,322,1123,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 16:52,244,2022-09-08 9:25
244,259,172,322,1123,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-07 16:52,244,2022-09-08 9:25
244,256,172,322,1125,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-08 9:25,244,2022-09-08 9:25
244,258,172,322,1125,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-08 9:25,244,2022-09-08 9:25
244,259,172,322,1125,0,\0,\0,\0,0,\0,\0,\0,\0,244,2022-09-08 9:25,244,2022-09-08 9:25
233,238,173,325,1060,0,\0,\0,\0,0,\0,\0,\0,\0,233,2022-08-31 11:03,231,2022-08-31 11:03
233,257,173,325,1060,0,\0,\0,\0,0,\0,\0,\0,\0,233,2022-08-31 11:03,231,2022-08-31 11:03
233,238,173,325,1061,0,\0,\0,\0,0,\0,\0,\0,\0,233,2022-08-31 11:03,231,2022-08-31 11:03
233,257,173,325,1061,0,\0,\0,\0,0,\0,\0,\0,\0,233,2022-08-31 11:03,231,2022-08-31 11:03
232,238,174,326,1065,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-31 13:54,231,2022-08-31 13:58
232,258,174,326,1065,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-31 13:54,231,2022-08-31 13:58
232,238,174,326,1066,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-31 13:55,231,2022-08-31 13:58
232,258,174,326,1066,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-08-31 13:55,231,2022-08-31 13:58
270,275,175,327,1070,0,부모님께 전달할 피드백입니다.학생에게 전달할 피드백 입니다.,\0,\0,0,\0,\0,\0,\0,270,2022-08-31 15:35,269,2022-08-31 15:41
270,275,175,327,1071,0,\0,\0,\0,0,\0,\0,\0,\0,270,2022-08-31 15:41,269,2022-08-31 15:41
148,160,176,328,1072,0,\0,\0,\0,0,\0,\0,\0,\0,148,2022-08-31 16:41,56,2022-09-01 15:06
148,160,176,328,1085,0,\0,\0,\0,0,\0,\0,\0,\0,148,2022-09-01 15:04,56,2022-09-01 15:06
243,256,177,329,1074,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-08-31 16:49,243,2022-09-02 17:13
243,259,177,329,1074,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-08-31 16:49,243,2022-09-02 17:13
243,256,177,329,1079,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-09-01 10:27,243,2022-09-02 17:13
243,259,177,329,1079,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-09-01 10:27,243,2022-09-02 17:13
243,256,177,329,1081,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-09-01 11:12,243,2022-09-02 17:13
243,259,177,329,1081,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-09-01 11:12,243,2022-09-02 17:13
243,256,177,329,1088,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-09-02 17:13,243,2022-09-02 17:13
243,259,177,329,1088,0,\0,\0,\0,0,\0,\0,\0,\0,243,2022-09-02 17:13,243,2022-09-02 17:13
245,256,178,330,1077,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-01 8:51,267,2022-09-05 11:42
245,257,178,330,1077,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-01 8:51,267,2022-09-05 11:42
245,258,178,330,1077,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-01 8:51,267,2022-09-05 11:42
245,259,178,330,1077,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-01 8:51,267,2022-09-05 11:42
245,256,178,330,1080,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-01 10:57,267,2022-09-05 11:42
245,257,178,330,1080,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-01 10:57,267,2022-09-05 11:42
245,258,178,330,1080,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-01 10:57,267,2022-09-05 11:42
245,259,178,330,1080,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-01 10:57,267,2022-09-05 11:42
245,256,178,330,1089,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-05 11:42,267,2022-09-05 11:42
245,257,178,330,1089,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-05 11:42,267,2022-09-05 11:42
245,258,178,330,1089,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-05 11:42,267,2022-09-05 11:42
245,259,178,330,1089,0,\0,\0,\0,0,\0,\0,\0,\0,245,2022-09-05 11:42,267,2022-09-05 11:42
232,236,181,333,1101,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-06 21:36,231,2022-09-06 21:38
232,236,181,333,1102,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-06 21:36,231,2022-09-06 21:38
232,236,181,333,1103,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-06 21:36,231,2022-09-06 21:38
232,236,181,346,1169,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:53,231,2022-09-19 16:56
232,238,181,346,1169,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:53,231,2022-09-19 16:56
232,236,181,346,1170,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:53,231,2022-09-19 16:56
232,238,181,346,1170,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:53,231,2022-09-19 16:56
232,236,181,346,1171,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:53,231,2022-09-19 16:56
232,238,181,346,1171,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:53,231,2022-09-19 16:56
232,236,181,346,1172,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:54,231,2022-09-19 16:56
232,238,181,346,1172,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:54,231,2022-09-19 16:56
232,236,181,346,1173,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:54,231,2022-09-19 16:56
232,238,181,346,1173,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-19 16:54,231,2022-09-19 16:56
277,281,182,338,1115,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-07 11:14,277,2022-09-15 10:45
277,282,182,338,1115,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-07 11:14,277,2022-09-15 10:45
277,281,182,338,1116,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-07 11:14,277,2022-09-15 10:45
277,282,182,338,1116,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-07 11:14,277,2022-09-15 10:45
277,281,182,338,1117,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-07 11:14,277,2022-09-15 10:45
277,282,182,338,1117,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-07 11:14,277,2022-09-15 10:45
277,281,182,338,1126,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-08 9:36,277,2022-09-15 10:45
277,282,182,338,1126,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-08 9:36,277,2022-09-15 10:45
277,281,182,338,1127,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-13 10:39,277,2022-09-15 10:45
277,282,182,338,1127,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-13 10:39,277,2022-09-15 10:45
277,281,182,338,1131,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-14 9:45,277,2022-09-15 10:45
277,282,182,338,1131,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-14 9:45,277,2022-09-15 10:45
277,281,182,338,1143,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-15 10:45,277,2022-09-15 10:45
277,282,182,338,1143,0,\0,\0,\0,0,\0,\0,\0,\0,277,2022-09-15 10:45,277,2022-09-15 10:45
232,236,183,341,1139,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-14 16:27,231,2022-09-14 16:28
232,236,183,341,1140,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-14 16:27,231,2022-09-14 16:28
232,236,183,341,1141,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-14 16:28,231,2022-09-14 16:28
232,236,183,341,1142,0,\0,\0,\0,0,\0,\0,\0,\0,232,2022-09-14 16:28,231,2022-09-14 16:28
