major,subject_category,subject_details
통계학과,전문교과Ⅱ,"기업 자원 통합 관리, 금융 일반, 보험 일반, 예산ㆍ자금"
식물자원학과,공통과목,"과학, 교양, 영어"
식물자원학과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 물리Ⅰ, 교양교과 : 환경, 보건학, 논술, 생활과 창의성, 진로와 직업, 영어ㆍ생활교과 : 영어Ⅰ, 영어Ⅱ, 기술가정, 정보"
식물자원학과,진로선택과목,"생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 공학일반, 창의경영, 해양문화 기술"
식물자원학과,전문교과Ⅰ,"고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 정보과학, 과학 과제연구, 생태와 환경"
식물자원학과,전문교과Ⅱ,"생명공학 기술, 인간과 환경, 환경 화학 기초, 친환경 농업, 농업 기초 기술"
공예과,공통과목,"미술, 윤리"
공예과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
공예과,진로선택과목,"미술 창작, 미술 감상과 비평"
공예과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
공예과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
공예디자인학과,공통과목,"미술, 윤리"
공예디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
공예디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
공예디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
공예디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
공예학과,공통과목,"미술, 윤리"
공예학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
공예학과,진로선택과목,"미술 창작, 미술 감상과 비평"
공예학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
공예학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
금속공예과,공통과목,"미술, 윤리"
금속공예과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
금속공예과,진로선택과목,"미술 창작, 미술 감상과 비평"
금속공예과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
금속공예과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
금속공예학과,공통과목,"미술, 윤리"
금속공예학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
금속공예학과,진로선택과목,"미술 창작, 미술 감상과 비평"
금속공예학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
금속공예학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
도자기공예과,공통과목,"미술, 윤리"
도자기공예과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
도자기공예과,진로선택과목,"미술 창작, 미술 감상과 비평"
도자기공예과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
도자기공예과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
산업디자인학과,공통과목,"미술, 윤리"
산업디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
산업디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
산업디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
산업디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
기계설계공학과,공통과목,"수학, 과학, 기술ㆍ가정"
기계설계공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
기계설계공학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
기계설계공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보 과학, 융합과학탐구, 과학과제연구"
기계설계공학과,전문교과Ⅱ,"공업 일반, 기계 제도, 기계 일반, 기계 제어 설계"
원예과,공통과목,"과학, 수학, 사회, 생활ㆍ교양"
원예과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 지구과학Ⅰ, 수학ㆍ사회교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 미적분, 한국지리, 생활과 윤리, 생활ㆍ교양교과 : 환경, 보건학, 논술, 철학, 정보, 진로와 직업"
원예과,진로선택과목,"생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 공학일반, 창의경영, 지식 재산 일반, 농업생명과학, 사회문제 탐구"
원예과,전문교과Ⅰ,"고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학 과제 연구, 생태와 환경, 정보과학"
원예과,전문교과Ⅱ,"임산 가공, 제조화학, 생명공학 기술, 산림 자원"
원예학과,공통과목,"과학, 수학, 사회, 생활ㆍ교양"
원예학과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 지구과학Ⅰ, 수학ㆍ사회교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 미적분, 한국지리, 생활과 윤리, 생활ㆍ교양교과 : 환경, 보건학, 논술, 철학, 정보, 진로와 직업"
원예학과,진로선택과목,"생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 공학일반, 창의경영, 지식 재산 일반, 농업생명과학, 사회문제 탐구"
원예학과,전문교과Ⅰ,"고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학 과제연구, 생태와 환경, 정보과학"
원예학과,전문교과Ⅱ,"임산 가공, 제조화학, 생명공학 기술, 산림자원"
독어독문학과,공통과목,"제2외국어, 사회, 예술, 국어"
독어독문학과,일반선택과목,"외국어교과 : 독일어, 프랑스어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서"
독어독문학과,진로선택과목,"독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
독어독문학과,전문교과Ⅰ,"전공기초 독일어, 독일어 회화, 독일어권 문화, 국제 관계와 국제 기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구"
러시아어문학과,공통과목,"제2외국어, 사회, 예술, 국어"
러시아어문학과,일반선택과목,"외국어교과 : 러시아어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리, 국어교과 : 문학, 독서, 화법과 작문, 언어와 매체"
러시아어문학과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악감상 비평, 미술감상 비평"
러시아어문학과,전문교과Ⅰ,"전공기초 러시아어, 러시아어 회화, 러시아 문학, 러시아어 독해와 작문, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구"
러시아어문학과,전문교과Ⅱ,서양 조리
불어불문학과,공통과목,"제2외국어, 사회, 예술, 국어"
불어불문학과,일반선택과목,"외국어교과 : 프랑스어, 독일어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서"
불어불문학과,진로선택과목,"프랑스어Ⅱ, 독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
불어불문학과,전문교과Ⅰ,"전공기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해. 사회과제 연구"
불어불문학과,전문교과Ⅱ,서양 조리
세무회계과,공통과목,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양"
세무회계과,일반선택과목,"수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계, 사회교과 : 경제, 사회ㆍ문화, 생활과 윤리, 기술ㆍ가정교과 : 정보, 생활ㆍ교양교과 : 실용 경제"
세무회계과,진로선택과목,"실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구"
세무회계과,전문교과Ⅰ,"심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구"
세무회계과,전문교과Ⅱ,"회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ㆍ자금, 무역 금융 업무"
수학과,공통과목,"수학, 사회, 정보, 과학"
수학과,일반선택과목,"수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 사회교과 : 사회문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 정보, 논리학, 철학, 논술, 실용경제, 교육학"
수학과,진로선택과목,"실용수학, 기하, 경제수학, 수학과제탐구, 물리학Ⅱ"
수학과,전문교과Ⅰ,"심화수학Ⅰ, 심화수학Ⅱ, 고급수학Ⅰ, 고급수학Ⅱ, 정보과학"
수학과,전문교과Ⅱ,정보처리와 관리
스페인어학과,공통과목,"제2외국어, 사회, 예술, 국어"
스페인어학과,일반선택과목,"외국어교과 : 스페인어, 영어 회화, 영어, 독일어, 프랑스어, 사회교과 : 사회문화, 세계사, 세계지리, 생활과 윤리, 윤리와 사상, 교양ㆍ국어교과 : 철학, 심리학, 문학, 독서, 언어와 매체, 종교학"
스페인어학과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
스페인어학과,전문교과Ⅰ,"전공기초 스페인어, 스페인어 회화, 스페인어 독해와 작문, 스페인어권 문화, 지역 이해, 사회과제 연구"
스페인어학과,전문교과Ⅱ,서양 조리
영어과,공통과목,"영어, 사회, 예술, 국어"
영어과,일반선택과목,"영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 제2외국어, 문학, 독서"
영어과,진로선택과목,"실용 영어, 영어권 문화, 진로 영어, 영미 문학 읽기, 음악ㆍ미술감상 비평"
영어과,전문교과Ⅰ,"심화 영어, 심화 영어 회화, 심화 영어 독해, 심화 영어 작문"
영어영문학과,공통과목,"영어, 사회, 예술, 국어"
영어영문학과,일반선택과목,"영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 제2외국어, 문학, 독서"
영어영문학과,진로선택과목,"실용 영어, 영어권 문화, 진로 영어, 영미 문학 읽기, 음악ㆍ미술감상 비평"
영어영문학과,전문교과Ⅰ,"심화 영어, 심화 영어 회화, 심화 영어 독해, 심화 영어 작문"
영어학과,공통과목,"영어, 사회, 예술, 국어"
영어학과,일반선택과목,"영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 제2외국어, 문학, 독서"
영어학과,진로선택과목,"실용 영어, 영어권 문화, 진로 영어, 영미 문학 읽기, 음악ㆍ미술감상 비평"
영어학과,전문교과Ⅰ,"심화 영어, 심화 영어 회화, 심화 영어 독해, 심화 영어 작문"
유럽ㆍ기타어과,공통과목,"제2외국어, 사회, 예술, 국어"
유럽ㆍ기타어과,일반선택과목,"외국어교과 : 프랑스어, 독일어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서"
유럽ㆍ기타어과,진로선택과목,"프랑스어Ⅱ, 독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
유럽ㆍ기타어과,전문교과Ⅰ,"전공기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해. 사회과제 연구"
유럽ㆍ기타어과,전문교과Ⅱ,서양 조리
일본어과,공통과목,"제2외국어, 사회, 국어, 한문"
일본어과,일반선택과목,"외국어교과 : 일본어, 중국어, 독일어, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 동아시아사, 세계사, 교양ㆍ국어교과 : 철학, 심리학, 한문, 문학, 독서"
일본어과,진로선택과목,"일본어Ⅱ, 일본어 회화, 한문Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 일본 문화"
일본어과,전문교과Ⅰ,"관광 일본어, 사회과제 연구, 사회문제 탐구, 전공기초 일본어"
일본어과,전문교과Ⅱ,"관광 일본어, 일식 조리"
일어일문학과,공통과목,"제2외국어, 사회, 국어, 한문"
일어일문학과,일반선택과목,"외국어교과 : 일본어, 중국어, 독일어, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 동아시아사, 세계사, 교양ㆍ국어교과 : 철학, 심리학, 한문, 문학, 독서"
일어일문학과,진로선택과목,"일본어Ⅱ, 일본어 회화, 한문Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 일본 문화"
일어일문학과,전문교과Ⅰ,"관광 일본어, 사회과제 연구, 사회문제 탐구, 전공기초 일본어"
일어일문학과,전문교과Ⅱ,"관광 일본어, 일식 조리"
중국어과,공통과목,"제2외국어, 사회, 예술, 국어, 한문"
중국어과,일반선택과목,"외국어교과 : 중국어, 일본어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 동아시아사, 세계사, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 한문, 문학, 독서"
중국어과,진로선택과목,"중국어Ⅱ, 한문Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 미술감상 비평"
중국어과,전문교과Ⅰ,"전공기초 중국어, 중국어 회화, 중국어 독해와 작문, 중국 문화, 사회과제 연구"
중국어과,전문교과Ⅱ,"관광 중국어, 중국 조리"
중어중문학과,공통과목,"제2외국어, 사회, 예술, 국어, 한문"
중어중문학과,일반선택과목,"외국어교과 : 중국어, 일본어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 동아시아사, 세계사, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 한문, 문학, 독서"
중어중문학과,진로선택과목,"중국어Ⅱ, 한문Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 미술감상 비평"
중어중문학과,전문교과Ⅰ,"전공기초 중국어, 중국어 회화, 중국어 독해와 작문, 중국 문화, 사회과제 연구"
중어중문학과,전문교과Ⅱ,"관광 중국어, 중국 조리"
광고기획과,공통과목,"국어, 사회, 생활ㆍ교양"
광고기획과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 정치와 법, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 논술"
광고기획과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 여행지리, 사회문제 탐구"
광고기획과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
광고기획과,전문교과Ⅱ,"마케팅과 광고, 커뮤니케이션, 인간발달, 시각디자인, 광고 콘텐츠 제작, 빅데이터 분석"
광고홍보학과,공통과목,"국어, 사회, 생활ㆍ교양"
광고홍보학과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 정치와 법, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 논술"
광고홍보학과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 여행지리, 사회문제 탐구"
광고홍보학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
광고홍보학과,전문교과Ⅱ,"마케팅과 광고, 커뮤니케이션, 인간발달, 시각디자인, 광고 콘텐츠 제작, 빅데이터 분석"
신문방송학과,공통과목,"국어, 사회, 생활ㆍ교양"
신문방송학과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 세계사, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 논술"
신문방송학과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구"
신문방송학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
신문방송학과,전문교과Ⅱ,"커뮤니케이션, 미디어 콘텐츠 일반, 문화 콘텐츠 산업 일반, 영상 제작 기초, 방송 일반, 빅데이터 분석"
언론홍보학과,공통과목,"국어, 사회, 생활ㆍ교양"
언론홍보학과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 세계사, 정치와 법, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 논술"
언론홍보학과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구"
언론홍보학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
언론홍보학과,전문교과Ⅱ,"커뮤니케이션, 정보처리와 관리, 방송 일반, 빅데이터 분석"
디지털디자인과,공통과목,"수학, 과학, 예술, 생활ㆍ교양, 사회, 국어"
디지털디자인과,일반선택과목,"수학ㆍ과학교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 물리학Ⅰ, 지구과학Ⅰ, 예술ㆍ사회교과 : 미술, 연극, 음악, 사회문화, 생활과 윤리, 세계사, 경제, 생활ㆍ교양교과 : 정보, 심리학, 논술, 인문학적 감성과 역사이해, 문학적 감성과 상상력"
디지털디자인과,진로선택과목,"미술창작, 미술/음악 감상과 비평, 사회문제 탐구, 고전 읽기, 융합 과학, 지식재산 일반, 창의 경영, 기하, 수학탐구 과제"
디지털디자인과,전문교과Ⅰ,"매체미술, 드로잉, 사진표현기법, 문학과 매체. 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화"
디지털디자인과,전문교과Ⅱ,"미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그래밍, 디지털 논리 회로, 디지털 이미지 재현"
시각디자인과,공통과목,"미술, 윤리"
시각디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
시각디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
시각디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
시각디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
시각디자인학과,공통과목,"미술, 윤리"
시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
사회복지과,공통과목,"사회, 생활ㆍ교양"
사회복지과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
사회복지과,진로선택과목,사회문제 탐구
사회복지과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
사회복지과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
사회복지상담과,공통과목,"사회, 생활ㆍ교양"
사회복지상담과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
사회복지상담과,진로선택과목,사회문제 탐구
사회복지상담과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
사회복지상담과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
사회복지학과,공통과목,"사회, 생활ㆍ교양"
사회복지학과,일반선택과목,"사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
사회복지학과,진로선택과목,사회문제 탐구
사회복지학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
사회복지학과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
교육공학과,공통과목,"국어, 영어, 기술ㆍ가정 "
교육공학과,일반선택과목,"교양교과 : 심리학, 교육학"
교육공학과,진로선택과목,공학 일반
교육공학과,전문교과Ⅰ,"영상 제작의 이해, 사진 영상 편집"
교육공학과,전문교과Ⅱ,"정보통신 교과의 방송 제작 시스템 운영, 응용 프로그래밍 개발, 인쇄ㆍ출판ㆍ공예 교과의 디지털 이미지 재현 "
과학교육과,공통과목,"영어, 과학, 윤리"
과학교육과,일반선택과목,"과학교과 : 물리학Ⅰ, 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
과학교육과,진로선택과목,"실용수학, 기하, 물리학Ⅱ, 생명과학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 융합과학, 생활과 과학"
과학교육과,전문교과Ⅰ,"고급 물리학, 물리학 실험, 고급 생명과학, 생명과학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구"
국어교육과,공통과목,"국어, 사회, 윤리"
국어교육과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
국어교육과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리"
국어교육과,전문교과Ⅰ,"현대 세계의 변화, 사회 탐구 방법 또는 사회과제 연구"
국어교육과,전문교과Ⅱ,복지 서비스의 기초
독일어교육과,공통과목,"제2외국어, 사회, 예술"
독일어교육과,일반선택과목,"외국어교과 : 독일어, 프랑스어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 교양교과 : 교육학, 심리학, 철학 "
독일어교육과,진로선택과목,"독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
독일어교육과,전문교과Ⅰ,"전공 기초 독일어, 독일어 회화, 독일어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구"
물리교육과,공통과목,"영어, 수학, 과학, 윤리"
물리교육과,일반선택과목,"과학교과 : 물리학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
물리교육과,진로선택과목,"실용수학, 기하, 물리학Ⅱ, 융합과학"
물리교육과,전문교과Ⅰ,"심화 수학Ⅰ, 심화 수학Ⅱ, 고급 수학Ⅰ, 고급 수학Ⅱ, 고급 물리학, 물리학 실험, 과학과제 연구"
미술교육과,공통과목,"미술, 윤리"
미술교육과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
미술교육과,진로선택과목,"미술 창작, 미술 감상과 비평"
미술교육과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
미술교육과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색체 관리"
불어교육과,공통과목,"제2외국어, 사회, 예술"
불어교육과,일반선택과목,"외국어교과 : 프랑스어, 독일어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리, 교양교과 : 교육학, 심리학, 철학 "
불어교육과,진로선택과목,"프랑스어Ⅱ, 독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
불어교육과,전문교과Ⅰ,"전공 기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구"
생물교육과,공통과목,"영어, 과학, 윤리"
생물교육과,일반선택과목,"과학교과 : 생명과학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
생물교육과,진로선택과목,"생명과학Ⅱ, 융합과학, 생활과 과학"
생물교육과,전문교과Ⅰ,"고급 생명과학, 생명과학 실험, 과학과제 연구, 융합과학 탐구, 생태와 환경"
생물교육과,전문교과Ⅱ,인간과 환경
수학교육과,공통과목,"영어, 수학, 과학[물리], 윤리"
수학교육과,일반선택과목,"수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
수학교육과,진로선택과목,"실용수학, 기하, 경제수학, 수학 과제 탐구"
수학교육과,전문교과Ⅰ,"심화 수학Ⅰ, 심화 수학Ⅱ, 고급 수학Ⅰ, 고급 수학Ⅱ"
역사교육과,공통과목,"영어, 한문, 사회, 윤리"
역사교육과,일반선택과목,"사회교과 : 세계사, 동아시아사, 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
역사교육과,진로선택과목,한문Ⅱ
역사교육과,전문교과Ⅰ,사회 탐구 방법 또는 사회과제 연구
윤리교육과,공통과목,"영어, 한문, 사회, 윤리"
윤리교육과,일반선택과목,"사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
윤리교육과,진로선택과목,"한문Ⅱ, 고전과 윤리"
윤리교육과,전문교과Ⅰ,사회 탐구 방법 또는 사회과제 연구
일반사회교육과,공통과목,"사회, 생활ㆍ교양"
일반사회교육과,일반선택과목,"사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상"
일반사회교육과,진로선택과목,사회문제 탐구
일반사회교육과,전문교과Ⅰ,"국제 경제, 국제법, 지역 이해, 한국 사회의 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
일반사회교육과,전문교과Ⅱ,"커뮤니케이션, 복지 서비스의 기초, 문화 콘텐츠 산업 일반, 빅데이터 분석"
지구과학교육과,공통과목,"영어, 과학, 윤리"
지구과학교육과,일반선택과목,"과학교과 : 지구과학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
지구과학교육과,진로선택과목,"지구과학Ⅱ, 융합과학, 생활과 과학"
